Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-05-28 00:00:00+02:00,22.364562090092118,23.78732971110383,18.795748990609333,23.47327423095703,101190,0.0,0.0
2018-05-29 00:00:00+02:00,23.511342014830326,23.792088734505178,20.461196311674453,22.82137107849121,26377,0.0,0.0
2018-05-30 00:00:00+02:00,23.792087620702283,28.550505144842738,23.74450417153777,27.59882164001465,79393,0.0,0.0
2018-05-31 00:00:00+02:00,27.59406525046974,27.59406525046974,26.028545379638672,26.028545379638672,25553,0.0,0.0
2018-06-01 00:00:00+02:00,26.647137003207426,27.0278100259291,25.029274387650112,25.933374404907227,8429,0.0,0.0
2018-06-04 00:00:00+02:00,26.17129650507328,28.074663523624064,26.17129650507328,26.566246032714844,9558,0.0,0.0
2018-06-05 00:00:00+02:00,26.566246221958735,27.118222588662764,24.80087192013119,26.494869232177734,24731,0.0,0.0
2018-06-06 00:00:00+02:00,26.494869232177734,26.494869232177734,26.494869232177734,26.494869232177734,0,0.0,0.0
2018-06-07 00:00:00+02:00,26.647137568547173,26.647137568547173,23.796844733512653,24.743770599365234,41798,0.0,0.0
2018-06-08 00:00:00+02:00,24.743770599365234,25.63835358313456,21.91251186966866,24.743770599365234,20801,0.0,0.0
2018-06-11 00:00:00+02:00,24.74377264080888,24.74377264080888,23.792089077700847,24.700946807861328,14425,0.0,0.0
2018-06-12 00:00:00+02:00,24.601018434367788,24.981691465082996,23.792087109602853,24.129934310913086,11551,0.0,0.0
2018-06-13 00:00:00+02:00,23.79208722160858,25.505116775487515,23.79208722160858,24.505849838256836,8695,0.0,0.0
2018-06-14 00:00:00+02:00,24.734253980713447,26.55196932296266,24.634327648724092,26.428251266479492,22248,0.0,0.0
2018-06-15 00:00:00+02:00,26.171297320613157,26.171297320613157,24.26793024275038,25.69545555114746,21359,0.0,0.0
2018-06-18 00:00:00+02:00,25.21961212158203,25.343330174814668,24.10138476302272,25.21961212158203,3735,0.0,0.0
2018-06-19 00:00:00+02:00,25.571737489770992,25.69545555114746,25.448017613202225,25.69545555114746,8850,0.0,0.0
2018-06-20 00:00:00+02:00,25.505117389031735,25.505117389031735,24.291721274579007,24.93410873413086,7832,0.0,0.0
2018-06-21 00:00:00+02:00,25.695455116246855,26.314049043043976,24.838940308743748,25.2386474609375,24024,0.0,0.0
2018-06-22 00:00:00+02:00,25.2386474609375,25.2386474609375,25.2386474609375,25.2386474609375,0,0.0,0.0
2018-06-25 00:00:00+02:00,25.314782498613365,25.885792985010657,24.93410944607927,25.69545555114746,6881,0.0,0.0
2018-06-26 00:00:00+02:00,25.885793292431742,26.837476842665374,25.885793292431742,26.209365844726562,12235,0.0,0.0
2018-06-27 00:00:00+02:00,26.214122666010553,26.647138595581055,25.219613313674927,26.647138595581055,5102,0.0,0.0
2018-06-28 00:00:00+02:00,26.647137336011202,26.647137336011202,25.21961212158203,25.21961212158203,7053,0.0,0.0
